"intervention","coefficients","ci.lower","ci.upper","Model","variables","seed"
"percent_poverty",1.0398768737917,1.0000344552788,1.08130665592451,"GEE","Census",1000085
"med_age",0.991486538196515,0.988485613460587,0.994496573382962,"GEE","Census",1000085
"prop_white",0.95910494839863,0.950243843445139,0.968048683912201,"GEE","Census",1000085
"prop_belowCollege",1.03681910278519,1.01884703856689,1.05510818720381,"GEE","Census",1000085
"log10_popdense",0.964366469477707,0.91888073423841,1.01210380498804,"GEE","Census",1000085
"face_mask",0.811120441596493,0.784718709286294,0.838410455861398,"GEE","Intervention",1000085
"suspend_medical",0.952343919214702,0.919497446528481,0.986363740203302,"GEE","Intervention",1000085
"ban_nursing_home_visit",0.75536204157578,0.711488198260064,0.801941360726514,"GEE","Intervention",1000085
"earliest_date_school_closed",0.7290689058888,0.672181059620165,0.790771269030184,"GEE","Intervention",1000085
"daycare_close",0.636085103653044,0.582274621438269,0.694868442127696,"GEE","Intervention",1000085
"lv3_stay_home",0.847099471898145,0.821935429008885,0.87303392695384,"GEE","Intervention",1000085
"lifestyle_close",0.869489060473239,0.838714093319369,0.901393254631717,"GEE","Intervention",1000085
"log10_popsize",1.37237865584631,1.30187864586278,1.44669641906166,"OLS","Census",1000085
"med_income",0.819809569573452,0.689986991076322,0.974058553358821,"OLS","Census",1000085
"percent_poverty",1.03237526567776,0.993187542133999,1.07310920039654,"OLS","Census",1000085
"med_age",0.992725603618787,0.989893439840521,0.995565870442638,"OLS","Census",1000085
"prop_white",0.969582122087474,0.959881639173537,0.979380637263851,"OLS","Census",1000085
"prop_belowCollege",1.03230544589939,1.01463991459859,1.0502785454238,"OLS","Census",1000085
"log10_popdense",0.978022858943216,0.931096782299725,1.02731394931139,"OLS","Census",1000085
"face_mask",0.88173674889713,0.853679623675063,0.910716002578043,"OLS","Intervention",1000085
"suspend_medical",0.927313984844588,0.896777254206129,0.958890541051451,"OLS","Intervention",1000085
"ban_nursing_home_visit",0.870377557191762,0.818882139142547,0.925111265531251,"OLS","Intervention",1000085
"earliest_date_school_closed",0.877842478356628,0.814596733241255,0.945998658429533,"OLS","Intervention",1000085
"daycare_close",0.706815477254025,0.647658889038742,0.771375375743436,"OLS","Intervention",1000085
"lv3_stay_home",0.896095451061293,0.869340627298277,0.923673681176333,"OLS","Intervention",1000085
"lifestyle_close",0.88425279977717,0.854137845596165,0.91542953862209,"OLS","Intervention",1000085
"log10_popsize",1.44602012107008,1.37152774974744,1.52455842831074,"GEE","Census",1000086
"med_income",0.716273245917817,0.606086405734544,0.846492113935239,"GEE","Census",1000086
"percent_poverty",1.02482793155754,0.985987677840179,1.06519818949577,"GEE","Census",1000086
"med_age",0.991172060333877,0.988267805598152,0.994084849897432,"GEE","Census",1000086
"prop_white",0.955716188740043,0.946939260630169,0.964574467861802,"GEE","Census",1000086
"prop_belowCollege",1.03409561398039,1.01690714361701,1.05157461580015,"GEE","Census",1000086
"log10_popdense",0.96230139945462,0.917970266213136,1.00877339656371,"GEE","Census",1000086
"face_mask",0.779994120551066,0.754567835734561,0.806277181828153,"GEE","Intervention",1000086
"suspend_medical",1.05283897273166,1.01694399347945,1.09000093378796,"GEE","Intervention",1000086
"ban_nursing_home_visit",0.74744590475781,0.704364150145159,0.793162713383535,"GEE","Intervention",1000086
"earliest_date_school_closed",0.775299509560756,0.715152284038463,0.840505362201739,"GEE","Intervention",1000086
"daycare_close",0.754113771158655,0.688362954571811,0.826144951691763,"GEE","Intervention",1000086
"lv3_stay_home",0.833123769934639,0.808674542524621,0.858312188069123,"GEE","Intervention",1000086
"lifestyle_close",0.843879569784811,0.814180814632827,0.874661642108761,"GEE","Intervention",1000086
"log10_popsize",1.36187774150528,1.29297018153937,1.43445766135098,"OLS","Census",1000086
"med_income",0.795181544981962,0.670844178718535,0.942564174422387,"OLS","Census",1000086
"percent_poverty",1.01741134938444,0.979460848668264,1.05683229223883,"OLS","Census",1000086
"med_age",0.992287392999559,0.989501936005744,0.995080691080271,"OLS","Census",1000086
"prop_white",0.966034550832672,0.95650373841959,0.975660330344788,"OLS","Census",1000086
"prop_belowCollege",1.031242995497,1.01385257572535,1.04893170982061,"OLS","Census",1000086
"log10_popdense",0.97397395578632,0.927864880868896,1.02237436302333,"OLS","Census",1000086
"face_mask",0.862692950073086,0.835647622083833,0.890613586920662,"OLS","Intervention",1000086
"suspend_medical",1.01481435795682,0.981875459214759,1.0488582553422,"OLS","Intervention",1000086
"ban_nursing_home_visit",0.867268364736019,0.81878661644532,0.918620799808979,"OLS","Intervention",1000086
"earliest_date_school_closed",0.91511958850936,0.855471435423802,0.978926737464553,"OLS","Intervention",1000086
"daycare_close",0.830443274448803,0.766841136019113,0.899320601992408,"OLS","Intervention",1000086
"lv3_stay_home",0.877085915429397,0.851288157047671,0.90366545884127,"OLS","Intervention",1000086
"lifestyle_close",0.855169335974667,0.82651616048371,0.884815842878811,"OLS","Intervention",1000086
"log10_popsize",1.40015693070806,1.32821511278967,1.47599542553937,"GEE","Census",1000087
"med_income",0.768998523943317,0.654238650293789,0.903888404577518,"GEE","Census",1000087
"percent_poverty",1.04499854028686,1.00599443832393,1.08551489710128,"GEE","Census",1000087
"med_age",0.991286039204708,0.988439048487594,0.994141230079592,"GEE","Census",1000087
"prop_white",0.965386844570729,0.956592810553599,0.9742617228441,"GEE","Census",1000087
"prop_belowCollege",1.03370484435595,1.01649356950616,1.05120754060852,"GEE","Census",1000087
"log10_popdense",0.971943943360843,0.927493949004636,1.01852419635689,"GEE","Census",1000087
"face_mask",0.83476377759276,0.80781656415378,0.862609898462399,"GEE","Intervention",1000087
"suspend_medical",1.01553241487987,0.981295568205001,1.05096376574718,"GEE","Intervention",1000087
"ban_nursing_home_visit",0.757565754079823,0.711088692674781,0.8070805761174,"GEE","Intervention",1000087
"earliest_date_school_closed",0.855454396549796,0.779228405088029,0.93913699731429,"GEE","Intervention",1000087
"daycare_close",0.667478198234148,0.605099706763981,0.736287160839234,"GEE","Intervention",1000087
"lv3_stay_home",0.835384145569416,0.811592344727165,0.859873402210745,"GEE","Intervention",1000087
"lifestyle_close",0.843918794991658,0.815155576052828,0.873696940145837,"GEE","Intervention",1000087
"log10_popsize",1.31841831567418,1.25299766876735,1.38725466011053,"OLS","Census",1000087
"med_income",0.850536685680818,0.719930516742246,1.00483676808482,"OLS","Census",1000087
"percent_poverty",1.04003882113406,1.00189905527719,1.07963047152157,"OLS","Census",1000087
"med_age",0.992609408835177,0.989876747770444,0.99534961370424,"OLS","Census",1000087
"prop_white",0.974912622717352,0.965476949221511,0.984440511707713,"OLS","Census",1000087
"prop_belowCollege",1.02914887185089,1.01212442102664,1.04645968265208,"OLS","Census",1000087
"log10_popdense",0.980858705020332,0.935337018997933,1.02859587471998,"OLS","Census",1000087
"face_mask",0.902373667840075,0.874624532368394,0.931003197687774,"OLS","Intervention",1000087
"suspend_medical",0.985216496806896,0.953844856758458,1.01761993966095,"OLS","Intervention",1000087
"ban_nursing_home_visit",0.852795885334569,0.804487280189857,0.904005370814488,"OLS","Intervention",1000087
"earliest_date_school_closed",1.03940429453818,0.968194347517496,1.11585167820336,"OLS","Intervention",1000087
"daycare_close",0.729221415182462,0.671078202735043,0.792402241934633,"OLS","Intervention",1000087
"lv3_stay_home",0.874304345292149,0.849039835786185,0.900320639830657,"OLS","Intervention",1000087
"lifestyle_close",0.862426373945364,0.834039043319499,0.891779894999023,"OLS","Intervention",1000087
"log10_popsize",1.45301896008707,1.37668359802101,1.53358702130793,"GEE","Census",1000088
"med_income",0.755142737501746,0.63739913496477,0.894636535760514,"GEE","Census",1000088
"percent_poverty",1.04281867571705,1.00250725498281,1.08475104296668,"GEE","Census",1000088
"med_age",0.991912208254127,0.988950693372073,0.994882591698038,"GEE","Census",1000088
"prop_white",0.954474266784816,0.945651715387414,0.963379129049837,"GEE","Census",1000088
"prop_belowCollege",1.02718288100563,1.00975270442477,1.04491393428067,"GEE","Census",1000088
"log10_popdense",0.979642536264713,0.933558482783692,1.0280014766697,"GEE","Census",1000088
"face_mask",0.814461944513887,0.787587974447095,0.842252904543175,"GEE","Intervention",1000088
"suspend_medical",1.02575572183518,0.990524261501632,1.06224031229939,"GEE","Intervention",1000088
"ban_nursing_home_visit",0.755188496785161,0.710033462767384,0.803215194187928,"GEE","Intervention",1000088
"earliest_date_school_closed",0.792735406090187,0.727269881069447,0.86409383975158,"GEE","Intervention",1000088
"daycare_close",0.709553649944889,0.645772846647658,0.779633867796879,"GEE","Intervention",1000088
"lv3_stay_home",0.842564787002563,0.81755940232269,0.868334971477059,"GEE","Intervention",1000088
"lifestyle_close",0.844959753288647,0.81466524854446,0.876380802977934,"GEE","Intervention",1000088
"log10_popsize",1.34752252224414,1.27906910200359,1.41963944333487,"OLS","Census",1000088
"med_income",0.823971364199637,0.694928693623667,0.976976221086474,"OLS","Census",1000088
"percent_poverty",1.03234491688829,0.993713831224215,1.07247780390875,"OLS","Census",1000088
"med_age",0.992958614797311,0.990165956068228,0.995759149926031,"OLS","Census",1000088
"prop_white",0.966356951385158,0.956796572602715,0.976012858146151,"OLS","Census",1000088
"prop_belowCollege",1.02305471085009,1.00573448627978,1.04067321511874,"OLS","Census",1000088
"log10_popdense",0.989867390115527,0.942909471573295,1.0391638641398,"OLS","Census",1000088
"face_mask",0.897011861630644,0.868806788681199,0.926132588267938,"OLS","Intervention",1000088
"suspend_medical",0.993290281661686,0.961025168599437,1.02663865201514,"OLS","Intervention",1000088
"ban_nursing_home_visit",0.869997307530957,0.820217364584087,0.922798452938044,"OLS","Intervention",1000088
"earliest_date_school_closed",0.948144356760415,0.882796145433185,1.01832991218544,"OLS","Intervention",1000088
"daycare_close",0.790366002724777,0.727566126801443,0.858586450429433,"OLS","Intervention",1000088
"lv3_stay_home",0.890464666049118,0.864220713150393,0.917505574000261,"OLS","Intervention",1000088
"lifestyle_close",0.860261037782203,0.831273104822728,0.890259830172096,"OLS","Intervention",1000088
"log10_popsize",1.40367822744813,1.32938369204305,1.48212482070083,"GEE","Census",1000089
"med_income",0.747777016967634,0.635077094485359,0.880476515308967,"GEE","Census",1000089
"percent_poverty",1.03961948552836,1.00107438455851,1.07964871678033,"GEE","Census",1000089
"med_age",0.991843214491745,0.988954096843553,0.994740772370695,"GEE","Census",1000089
"prop_white",0.962961702573461,0.954270169118764,0.971732398886055,"GEE","Census",1000089
"prop_belowCollege",1.03355987002591,1.01622880583204,1.0511865032731,"GEE","Census",1000089
"log10_popdense",0.962039839405193,0.917376384616266,1.00887778247083,"GEE","Census",1000089
"face_mask",0.800528771747659,0.774554161025883,0.827374438925001,"GEE","Intervention",1000089
"suspend_medical",1.01686362888809,0.982564057131341,1.05236053797277,"GEE","Intervention",1000089
"ban_nursing_home_visit",0.742590526132363,0.698855936790712,0.78906203764093,"GEE","Intervention",1000089
"earliest_date_school_closed",0.761741130547777,0.698706111538216,0.830462966311793,"GEE","Intervention",1000089
"daycare_close",0.668113818855291,0.606364520980557,0.736151373473439,"GEE","Intervention",1000089
"lv3_stay_home",0.860580820418845,0.835064512191638,0.886876807312839,"GEE","Intervention",1000089
"lifestyle_close",0.84673538968839,0.816798545842056,0.877769462005614,"GEE","Intervention",1000089
"log10_popsize",1.327685036633,1.26074164864369,1.39818301266999,"OLS","Census",1000089
"med_income",0.816218321120362,0.688830330853466,0.967164652734006,"OLS","Census",1000089
"percent_poverty",1.03202507707556,0.993522024908206,1.07202028038706,"OLS","Census",1000089
"med_age",0.99323362563199,0.990457387086081,0.996017645936674,"OLS","Census",1000089
"prop_white",0.972251863218314,0.962691171957171,0.981907503742578,"OLS","Census",1000089
"prop_belowCollege",1.02815939532719,1.01089082483928,1.04572295664831,"OLS","Census",1000089
"log10_popdense",0.972859624121106,0.926918584177231,1.02107764845946,"OLS","Census",1000089
"face_mask",0.878510642798386,0.851036821034258,0.906871395496254,"OLS","Intervention",1000089
"suspend_medical",0.985283053558286,0.953446002294569,1.01818319369198,"OLS","Intervention",1000089
"ban_nursing_home_visit",0.87223453731953,0.821887706254135,0.92566549213935,"OLS","Intervention",1000089
"earliest_date_school_closed",0.876081587626088,0.813200906275189,0.9438245115749,"OLS","Intervention",1000089
"daycare_close",0.738877231670897,0.679992724830724,0.802860888868413,"OLS","Intervention",1000089
"lv3_stay_home",0.904800140468215,0.878414174325727,0.931978693103069,"OLS","Intervention",1000089
"lifestyle_close",0.850090981685829,0.821776998466979,0.87938051136949,"OLS","Intervention",1000089
"log10_popsize",1.39086692770641,1.31807266489191,1.46768145802198,"GEE","Census",1000090
"med_income",0.728129480179583,0.616033479398145,0.860622933066172,"GEE","Census",1000090
"percent_poverty",1.03829944260709,0.997855884831886,1.0803821963728,"GEE","Census",1000090
"med_age",0.992577918254594,0.989602249689758,0.995562534458151,"GEE","Census",1000090
"prop_white",0.964404812926238,0.95515561776711,0.973743572141213,"GEE","Census",1000090
"prop_belowCollege",1.03286586425889,1.01502764403592,1.05101757555039,"GEE","Census",1000090
"log10_popdense",0.981985033739792,0.935754361245962,1.03049971918376,"GEE","Census",1000090
"face_mask",0.774549439235407,0.748706006481435,0.801284921753543,"GEE","Intervention",1000090
"suspend_medical",1.01241803692757,0.976712640505385,1.0494287050139,"GEE","Intervention",1000090
"ban_nursing_home_visit",0.665133739943447,0.625173549599092,0.707648127939607,"GEE","Intervention",1000090
"earliest_date_school_closed",0.780501053046552,0.718344270844724,0.84803612770576,"GEE","Intervention",1000090
"daycare_close",0.577829880953312,0.526510209158292,0.634151751504095,"GEE","Intervention",1000090
"lv3_stay_home",0.788955260160574,0.764643587343778,0.814039917208107,"GEE","Intervention",1000090
"lifestyle_close",0.862410629797019,0.831231630728121,0.894759134388808,"GEE","Intervention",1000090
"log10_popsize",1.30138019519338,1.23539864355743,1.37088576329072,"OLS","Census",1000090
"med_income",0.818111075501576,0.689778291960453,0.970320086409327,"OLS","Census",1000090
"percent_poverty",1.0279750447279,0.989476762774089,1.06797120694445,"OLS","Census",1000090
"med_age",0.993864724761747,0.99107735523171,0.996659933668657,"OLS","Census",1000090
"prop_white",0.976142720597242,0.96651453124194,0.985866823699586,"OLS","Census",1000090
"prop_belowCollege",1.02560203658789,1.0082697700059,1.04323224671019,"OLS","Census",1000090
"log10_popdense",0.989952018454318,0.942979640191096,1.03926421851821,"OLS","Census",1000090
"face_mask",0.877929834066639,0.850340964257227,0.906413810391384,"OLS","Intervention",1000090
